hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,has_reviews,room_Hotel room,room_Private room,room_Shared room,nbhd_Bourse,nbhd_Buttes-Chaumont,nbhd_Buttes-Montmartre,nbhd_Entrepôt,nbhd_Gobelins,nbhd_Hôtel-de-Ville,nbhd_Louvre,nbhd_Luxembourg,nbhd_Ménilmontant,nbhd_Observatoire,nbhd_Opéra,nbhd_Palais-Bourbon,nbhd_Panthéon,nbhd_Passy,nbhd_Popincourt,nbhd_Reuilly,nbhd_Temple,nbhd_Vaugirard,nbhd_Élysée,amenity_count,has_wifi,has_kitchen,has_ac
8.0,7.0,4.0,0.0,0.0,1.0,1.0,1.0,48.89074,2.36471,-0.5,0.0,0.0,-1.0,0.0,1.1094890510948905,2,2,1125,1125,2.0,1125.0,1.0,25,55,85,0.6916299559471366,-0.18604651162790697,0,0,192,0,0,0.0,3.67,4.33,2.5,4.67,5.0,4.67,3.33,0.0,1,1,0,0,-0.346938775510204,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.8947368421052632,True,True,False
9.0,5.0,4.0,5.0,0.0,2.0,0.0,0.0,48.8379773,2.3490826,-0.5,0.0,0.0,-1.0,-0.3333333333333333,0.5343065693430656,1,1,28,731,1.0,286.1,0.0,17,45,73,0.12334801762114538,-0.32558139534883723,0,0,172,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,-0.4285714285714285,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.42105263157894735,True,False,True
2.0,6.0,1.0,9.0,0.0,1.0,1.0,1.0,48.86768319999999,2.375440900000001,-0.5,0.0,0.0,-1.0,-0.3333333333333333,-0.5021897810218978,1,1,21,21,1.0,21.0,1.0,9,10,28,0.40969162995594716,2.372093023255814,56,9,130,57,255,32130.0,4.91,4.92,4.94,4.97,4.99,4.9,4.7,0.0,1,0,1,0,3.265306122448979,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.21052631578947367,True,False,False
10.0,2.0,1.0,9.0,0.0,2.0,1.0,1.0,48.84321,2.38863,0.5,0.0,1.0,1.0,0.6666666666666666,-0.35766423357664234,4,28,120,120,11.8,120.0,1.0,21,51,75,0.6475770925110133,0.13953488372093023,3,1,173,11,31,8351.0,4.95,5.0,4.85,5.0,4.95,5.0,4.8,0.0,2,1,1,0,0.2176870748299319,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.1578947368421053,True,True,False
12.0,7.0,8.0,0.0,0.0,1.0,1.0,1.0,48.85056,2.38864,0.5,0.0,0.0,0.0,0.0,1.1094890510948905,2,2,1125,1125,2.0,1125.0,1.0,0,0,0,-0.3039647577092511,0.023255813953488372,0,0,0,0,0,0.0,4.87,4.67,4.6,5.0,5.0,4.67,4.67,0.0,1,1,0,0,-0.31972789115646255,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,True,True,False
2.0,8.0,2.0,8.0,0.0,1.0,1.0,1.0,48.897325,2.3350567,-0.5,0.0,0.0,-1.0,0.0,1.1094890510948905,2,2,1125,1125,2.0,1125.0,1.0,17,17,17,-0.8193832599118943,0.7441860465116279,9,3,17,18,94,9400.0,4.67,4.78,4.61,4.85,4.8,4.41,4.59,0.0,1,1,0,0,0.5238095238095237,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.8421052631578947,True,True,False
11.0,6.0,11.0,4.0,1.0,1.0,1.0,1.0,48.8721038509665,2.356215959552028,3.0,1.0,3.0,4.0,0.3333333333333333,1.1094890510948905,3,4,1125,1125,3.1,1125.0,1.0,8,17,25,-0.7841409691629956,0.4186046511627907,9,0,25,13,94,59001.0,4.88,4.91,4.81,4.94,4.94,4.59,4.81,0.0,1,1,0,0,0.1496598639455782,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6842105263157895,True,True,False
10.0,10.0,9.0,9.0,0.0,2.0,1.0,1.0,48.84020635550744,2.257207006868384,-0.5,0.0,0.0,-1.0,0.0,-0.35766423357664234,2,2,120,120,2.0,120.0,1.0,16,46,76,-0.16299559471365638,-0.11627906976744186,0,0,166,1,0,0.0,4.78,4.56,4.33,4.78,4.89,5.0,4.33,0.0,1,1,0,0,-0.3061224489795918,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.15789473684210525,True,True,False
11.0,11.0,3.0,10.0,0.0,2.0,1.0,1.0,48.8538648,2.3382294,-0.5,0.0,0.0,0.0,4.0,-0.39416058394160586,14,30,95,95,29.5,95.0,1.0,2,32,35,-0.09251101321585903,-0.023255813953488372,6,1,140,7,168,10875.0,4.77,4.69,4.77,4.85,5.0,4.92,4.69,0.0,1,1,0,0,-0.006802721088435379,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.21052631578947367,True,True,False
10.0,5.0,2.0,5.0,0.0,2.0,1.0,1.0,48.88588,2.29296,-0.5,0.0,0.0,-1.0,0.6666666666666666,-0.5182481751824818,4,4,10,10,4.0,10.0,1.0,28,58,88,0.28634361233480177,-0.32558139534883723,0,0,193,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,-0.4285714285714285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.05263157894736842,True,True,False
1.0,8.0,1.0,8.0,0.0,32.0,1.0,1.0,48.849,2.31939,-0.5,0.0,0.0,-1.0,-0.3333333333333333,1.1094890510948905,1,2,1125,1125,2.0,1125.0,1.0,23,53,83,0.5286343612334802,-0.20930232558139536,2,0,154,4,21,4736.0,5.0,5.0,5.0,5.0,5.0,5.0,4.6,0.0,32,32,0,0,-0.25850340136054417,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.5263157894736842,True,True,False
9.0,9.0,9.0,6.0,0.0,1.0,1.0,1.0,48.847673675458005,2.4098365627977114,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,6,6,365,365,6.0,365.0,1.0,29,59,89,0.2907488986784141,-0.32558139534883723,0,0,195,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,-0.4285714285714285,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-1.4210526315789473,True,True,False
7.0,8.0,2.0,3.0,0.0,1.0,1.0,1.0,48.88898,2.3331,0.5,0.0,0.0,0.0,-0.3333333333333333,-0.48905109489051096,1,3,30,30,2.1,30.0,1.0,4,24,35,-0.05726872246696035,0.0,14,6,115,0,146,26670.0,5.0,5.0,5.0,5.0,5.0,4.79,4.86,0.0,1,1,0,0,1.2653061224489797,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5263157894736842,True,True,False
9.0,11.0,8.0,9.0,0.0,2.0,1.0,1.0,48.8578146,2.3070148,-0.5,0.0,0.0,-1.0,-0.3333333333333333,0.0,1,1,365,365,1.0,365.0,1.0,30,60,90,0.7136563876651982,-0.32558139534883723,0,0,195,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0,-0.4285714285714285,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-1.4736842105263157,True,False,False
11.0,9.0,11.0,9.0,0.0,3.0,1.0,1.0,48.87998,2.34523,0.5,0.0,0.0,0.0,0.0,1.1094890510948905,2,6,1125,1125,6.0,1125.0,1.0,6,36,55,-0.6211453744493393,3.744186046511628,47,3,62,48,255,34298.0,4.68,4.74,4.55,4.8,4.82,4.77,4.6,0.0,3,3,0,0,1.1700680272108843,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.21052631578947367,True,True,False
11.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,48.84811874498386,2.410956881940365,0.5,0.0,2.0,1.0,0.0,-0.48905109489051096,2,2,30,30,2.0,30.0,1.0,29,59,89,0.2907488986784141,-0.32558139534883723,0,0,195,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,-0.4285714285714285,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-1.368421052631579,True,True,False
5.0,3.0,2.0,6.0,0.0,1.0,1.0,1.0,48.85260211701329,2.334075541478509,0.5,0.0,0.0,0.0,0.0,1.1094890510948905,2,365,1125,1125,191.0,1125.0,1.0,2,2,10,-0.42290748898678415,1.6744186046511629,25,6,10,25,255,47303.0,4.76,4.81,4.84,4.92,4.94,4.97,4.63,0.0,1,1,0,0,1.4625850340136053,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5263157894736842,True,True,False
13.0,4.0,6.0,11.0,1.0,1.0,1.0,1.0,48.89004,2.34955,0.5,0.0,0.0,-1.0,0.0,1.1094890510948905,2,2,1125,1125,2.0,1125.0,1.0,13,18,18,-0.8149779735682819,2.0930232558139537,20,2,18,10,208,31512.0,4.73,4.85,4.55,4.66,4.85,4.73,4.6,0.0,1,1,0,0,0.8299319727891157,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.42105263157894735,True,True,False
1.0,6.0,1.0,6.0,0.0,1.0,1.0,1.0,48.874097,2.341842,-0.5,0.0,0.0,-1.0,-0.3333333333333333,1.1094890510948905,1,1,1125,1125,1.0,1125.0,1.0,11,28,49,-0.3568281938325991,0.627906976744186,22,0,122,39,229,43510.0,4.59,4.49,4.46,4.8,4.9,4.93,4.39,0.0,1,1,0,0,1.183673469387755,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-0.8421052631578947,True,True,False
12.0,11.0,12.0,11.0,0.0,1.0,1.0,1.0,48.8486635,2.3725972,0.5,0.0,1.0,0.0,0.0,-0.491970802919708,2,5,28,28,2.3,28.0,1.0,4,9,10,-0.8502202643171806,0.046511627906976744,13,0,10,5,135,49343.0,4.63,4.81,4.5,4.75,5.0,5.0,4.69,0.0,1,1,0,0,-0.006802721088435379,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.05263157894736842,True,True,False
15.0,11.0,15.0,5.0,0.0,113.0,1.0,1.0,48.85464,2.35911,0.5,0.0,1.0,1.0,9.333333333333334,0.0,30,30,365,365,30.0,365.0,1.0,29,59,89,0.7092511013215859,-0.09302325581395349,1,0,187,1,60,9942.0,3.8,3.8,3.9,3.8,3.3,4.9,3.7,0.0,105,105,0,0,-0.38095238095238093,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.3684210526315789,True,True,False
8.0,7.0,3.0,1.0,0.0,1.0,1.0,1.0,48.87612244179026,2.339103851594744,-0.5,0.0,0.0,-1.0,0.0,0.0,2,2,365,365,2.0,365.0,1.0,2,30,49,0.05726872246696035,0.5348837209302325,5,1,49,4,52,13364.0,4.92,4.92,4.84,4.97,5.0,4.97,4.78,0.0,1,1,0,0,0.2517006802721088,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.47368421052631576,True,True,False
11.0,1.0,10.0,5.0,0.0,2.0,1.0,1.0,48.88723,2.32778,1.5,1.0,1.0,1.0,0.6666666666666666,1.1065693430656933,4,4,1123,1123,4.0,1123.0,1.0,1,1,1,-0.7709251101321586,0.627906976744186,0,0,3,0,0,0.0,4.85,4.88,4.93,4.9,4.85,4.93,4.76,0.0,1,1,0,0,-0.2040816326530612,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.15789473684210525,True,True,False
8.0,0.0,5.0,0.0,1.0,2.0,1.0,1.0,48.8629115,2.3859439,-0.5,0.0,0.0,-1.0,0.0,0.0,2,2,365,365,2.0,365.0,1.0,13,43,70,0.6255506607929515,0.3953488372093023,18,3,177,10,187,22440.0,5.0,4.97,4.97,4.97,5.0,4.94,4.9,0.0,2,1,1,0,0.0748299319727891,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-1.2105263157894737,True,True,False
6.0,10.0,6.0,10.0,1.0,2.0,1.0,1.0,48.86799,2.3783,-0.5,0.0,0.0,-1.0,0.3333333333333333,1.1094890510948905,3,3,1125,1125,3.0,1125.0,1.0,1,27,28,-0.7709251101321586,1.7906976744186047,9,2,28,11,94,10747.0,4.85,4.88,4.78,4.88,4.96,4.67,4.73,0.0,1,1,0,0,0.3129251700680272,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,True,True,False
7.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,48.88624,2.33899,0.5,0.0,0.0,-1.0,-0.3333333333333333,1.1094890510948905,1,1,1125,1125,1.0,1125.0,1.0,3,13,17,0.22026431718061673,8.325581395348838,81,7,86,82,255,52530.0,4.7,4.77,4.72,4.73,4.62,4.93,4.7,0.0,1,1,0,0,3.1088435374149657,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.6842105263157895,True,True,False
10.0,6.0,1.0,11.0,0.0,1.0,0.0,1.0,48.88448,2.31284,-0.5,0.0,0.0,-1.0,9.333333333333334,-0.18248175182481752,30,30,240,240,30.0,240.0,1.0,0,0,0,-0.5330396475770925,-0.32558139534883723,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,-0.4285714285714285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.9473684210526315,True,True,False
2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,48.8840853,2.3128467,-0.5,0.0,0.0,0.0,0.3333333333333333,0.0,3,3,365,365,3.0,365.0,1.0,29,59,89,0.7092511013215859,-0.23255813953488372,4,3,187,0,42,8148.0,5.0,5.0,5.0,4.75,4.75,5.0,5.0,0.0,1,1,0,0,1.564625850340136,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.0526315789473684,False,False,False
13.0,11.0,7.0,0.0,0.0,2.0,1.0,1.0,48.8733,2.37115,-0.5,-0.5,0.0,-1.0,0.6666666666666666,-0.35766423357664234,4,4,120,120,4.0,120.0,1.0,27,57,87,0.28193832599118945,-0.3023255813953488,0,0,192,0,0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,2,2,0,0,-0.401360544217687,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.4210526315789473,True,True,False
11.0,1.0,2.0,4.0,0.0,1.0,1.0,1.0,48.86455838609351,2.3754705861210823,-0.5,0.0,0.0,-1.0,0.6666666666666666,-0.49635036496350365,4,4,25,25,4.0,25.0,1.0,26,49,74,0.6431718061674009,-0.16279069767441862,6,1,172,2,62,13625.0,4.71,5.0,5.0,5.0,5.0,5.0,4.71,0.0,1,1,0,0,-0.06122448979591834,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0526315789473684,True,True,False
14.0,11.0,14.0,11.0,1.0,1.0,1.0,1.0,48.87177,2.35856,0.5,0.0,1.0,0.0,0.3333333333333333,-0.35766423357664234,3,6,120,120,3.5,120.0,1.0,0,15,15,-0.8281938325991189,0.2558139534883721,9,1,15,8,94,19145.0,4.84,4.96,4.8,5.0,4.96,4.88,4.88,0.0,1,1,0,0,-0.2857142857142857,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7368421052631579,True,True,False
0.0,4.0,0.0,4.0,0.0,6.0,1.0,1.0,48.87309,2.31182,-0.5,0.0,0.0,-1.0,0.3333333333333333,0.0,3,3,365,365,3.0,365.0,1.0,6,20,44,0.4052863436123348,-0.3023255813953488,1,1,126,0,10,1503.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,6,6,0,0,0.2517006802721088,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.5789473684210527,True,True,False
12.0,7.0,12.0,7.0,0.0,2.0,1.0,1.0,48.88154261950477,2.348603021556302,0.5,0.0,1.0,-1.0,-0.3333333333333333,0.0,1,1,365,365,1.0,365.0,1.0,11,34,61,0.12334801762114538,-0.2558139534883721,3,0,156,0,31,9362.0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,0.0,1,1,0,0,0.3741496598639455,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-0.10526315789473684,True,True,True
9.0,11.0,1.0,8.0,0.0,1.0,1.0,1.0,48.83483,2.32493,1.5,1.0,1.0,1.0,1.6666666666666667,0.0,7,7,365,365,7.0,365.0,1.0,10,10,10,-0.8502202643171806,0.046511627906976744,0,0,10,9,0,0.0,4.44,4.38,4.56,4.81,4.63,4.81,4.44,0.0,1,1,0,0,0.12925170068027206,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7368421052631579,True,True,True
5.0,6.0,3.0,6.0,0.0,4.0,1.0,1.0,48.82858,2.33046,-1.0,0.0,0.0,-1.0,0.3333333333333333,-0.48905109489051096,3,3,30,30,3.0,30.0,1.0,18,48,78,0.6607929515418502,-0.20930232558139536,0,0,184,0,0,0.0,4.8,5.0,4.6,4.8,5.0,5.0,4.6,0.0,4,2,2,0,-0.34013605442176864,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-1.105263157894737,True,True,False
1.0,3.0,1.0,3.0,1.0,36.0,1.0,1.0,48.8713529,2.3418468,-0.5,0.0,0.0,-1.0,9.333333333333334,0.0,30,30,365,365,30.0,365.0,1.0,22,52,82,0.6784140969162996,-0.3023255813953488,1,1,187,0,60,2792.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,32,26,6,0,0.2517006802721088,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.3684210526315789,True,True,False
14.0,9.0,14.0,9.0,0.0,169.0,1.0,1.0,48.87073,2.30249,0.0,0.0,0.0,0.0,9.333333333333334,1.1094890510948905,30,30,1125,1125,30.0,1125.0,1.0,7,19,49,0.5330396475770925,-0.27906976744186046,0,0,147,1,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,163,163,0,0,-0.37414965986394555,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.15789473684210525,True,True,True
10.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0,48.846261,2.2820921,-0.5,0.0,0.0,-1.0,0.0,0.0,2,2,365,365,2.0,365.0,1.0,29,59,89,0.2907488986784141,-0.32558139534883723,0,0,196,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,-0.4285714285714285,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.42105263157894735,True,True,False
11.0,11.0,11.0,4.0,0.0,5.0,1.0,1.0,48.84568,2.37361,-0.5,0.5,0.0,-1.0,-0.3333333333333333,0.0,1,1,365,365,1.0,365.0,1.0,29,59,89,0.2907488986784141,-0.32558139534883723,0,0,193,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2,0,-0.4285714285714285,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-1.0,True,True,False
12.0,1.0,9.0,10.0,0.0,6.0,1.0,1.0,48.85411,2.34167,0.5,0.0,0.0,0.0,0.0,-0.4744525547445255,2,2,40,40,2.0,40.0,1.0,4,19,40,-0.039647577092511016,2.4651162790697674,5,1,138,1,52,19968.0,4.78,4.86,4.9,4.81,4.81,4.96,4.57,0.0,3,3,0,0,0.510204081632653,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.10526315789473684,True,True,False
0.0,9.0,0.0,2.0,0.0,1.0,0.0,1.0,48.83607,2.32378,-1.0,0.0,0.0,-1.0,-0.3333333333333333,0.0,1,1,365,365,1.0,365.0,1.0,6,6,21,0.4008810572687225,-0.32558139534883723,0,0,126,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,-0.4285714285714285,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-1.368421052631579,True,True,True
9.0,10.0,2.0,8.0,0.0,1.0,1.0,1.0,48.8829204,2.3594669,1.5,0.0,1.0,1.0,0.6666666666666666,-0.44525547445255476,4,4,60,60,4.0,60.0,1.0,23,53,83,0.6828193832599119,-0.32558139534883723,0,0,188,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,-0.4285714285714285,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.42105263157894735,True,True,False
9.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,48.89655872199115,2.347080608702674,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,3,3,365,365,3.0,365.0,1.0,5,12,41,-0.7136563876651982,0.0,14,0,41,10,146,17422.0,4.71,4.71,4.71,4.86,4.93,4.43,4.64,0.0,1,1,0,0,0.38775510204081626,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.0,True,True,False
13.0,1.0,13.0,1.0,0.0,2.0,1.0,1.0,48.87126769544473,2.372212198105744,-0.5,0.0,0.0,-1.0,-0.3333333333333333,0.0,1,1,365,365,1.0,365.0,1.0,21,51,81,0.6740088105726872,-0.27906976744186046,2,0,185,0,21,4809.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,2,2,0,0,-0.19047619047619047,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.263157894736842,True,True,False
10.0,4.0,0.0,3.0,0.0,1.0,1.0,1.0,48.89038,2.33504,0.5,0.0,0.0,0.0,0.6666666666666666,-0.5211678832116788,4,4,8,8,4.0,8.0,1.0,23,53,83,0.6828193832599119,-0.32558139534883723,0,0,191,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,-0.4285714285714285,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.0526315789473684,True,True,False
12.0,2.0,10.0,3.0,0.0,56.0,1.0,1.0,48.85022,2.31874,2.0,0.5,1.0,2.0,-0.3333333333333333,0.0,1,3,365,365,2.9,365.0,1.0,7,23,53,0.5506607929515418,1.0232558139534884,41,1,159,36,255,229245.0,4.88,4.74,4.81,4.93,4.97,4.9,4.72,0.0,21,21,0,0,1.7414965986394555,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.6842105263157895,True,True,True
13.0,7.0,6.0,0.0,0.0,2.0,1.0,0.0,48.8364100167604,2.331495386545124,0.5,1.0,1.0,0.0,0.6666666666666666,0.0,4,4,365,365,4.0,365.0,1.0,17,47,77,0.6563876651982379,-0.32558139534883723,0,0,184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,-0.4285714285714285,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-1.3157894736842106,True,True,False
1.0,7.0,1.0,7.0,0.0,24.0,1.0,1.0,48.85888,2.35021,1.5,0.0,2.0,1.0,-0.3333333333333333,0.0,1,5,365,365,3.2,365.0,1.0,10,19,40,0.46255506607929514,-0.16279069767441862,7,1,137,0,73,38362.0,4.43,4.43,4.86,4.57,4.57,4.86,4.14,0.0,38,38,0,0,0.7687074829931971,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.15789473684210525,True,True,False
13.0,5.0,9.0,10.0,0.0,2.0,1.0,1.0,48.845978,2.261074,0.5,1.0,1.0,1.0,0.3333333333333333,-0.48905109489051096,3,3,30,30,3.0,30.0,1.0,23,37,67,0.6123348017621145,0.046511627906976744,5,0,173,4,52,22949.0,4.94,4.94,4.69,5.0,4.94,5.0,4.81,0.0,1,1,0,0,-0.21768707482993194,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.15789473684210525,True,True,False
10.0,0.0,9.0,5.0,1.0,1.0,1.0,1.0,48.88067,2.3754,-0.5,0.0,0.0,-1.0,-0.3333333333333333,-0.5240875912408759,1,2,6,6,1.3,6.0,1.0,24,54,84,-0.4713656387665198,-0.023255813953488372,12,1,96,7,125,20375.0,5.0,5.0,4.77,5.0,4.85,4.85,4.85,0.0,1,1,0,0,0.2857142857142857,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.5789473684210527,False,True,False
9.0,0.0,3.0,10.0,1.0,1.0,1.0,1.0,48.88854,2.32141,-0.5,0.0,0.0,-1.0,-0.3333333333333333,0.0,1,1,365,365,1.0,365.0,1.0,16,46,76,0.6519823788546255,0.4418604651162791,4,0,180,4,42,6258.0,4.67,4.85,4.36,4.97,4.85,4.76,4.48,0.0,1,1,0,0,0.06122448979591834,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.263157894736842,True,True,False
7.0,0.0,7.0,0.0,0.0,7.0,1.0,1.0,48.84374,2.31561,0.5,1.0,1.0,0.0,-0.3333333333333333,0.0,1,1,365,365,1.0,365.0,1.0,1,26,33,-0.748898678414097,-0.32558139534883723,0,0,33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,2,0,-0.4285714285714285,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.5789473684210527,True,False,True
7.0,4.0,7.0,4.0,0.0,1.0,1.0,1.0,48.8376128,2.2580907,-0.5,0.0,0.0,-1.0,-0.3333333333333333,-0.5094890510948905,1,1,16,16,1.0,16.0,1.0,30,60,90,0.6916299559471366,-0.32558139534883723,0,0,195,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,-0.4285714285714285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0526315789473684,True,True,True
